CH4	H2O	H2	NH3	Pt
7.0471797820E-01	8.4038453062E-01	1.3946820524E-01	7.5284724873E-01	7.6546022897E+01
3.3923460731E-01	3.4533178363E-01	7.8677060354E-02	3.2100217737E-01	2.1623568140E+01
1.4762501424E-01	1.2755594339E-01	3.4218676848E-02	1.2635762989E-01	5.9819314491E+00
2.1464824135E-01	2.6760653050E-01	3.2654991513E-02	2.3086250491E-01	2.7549851803E+01
4.0962603977E-01	4.5312138031E-01	8.9168087460E-02	4.1398985287E-01	3.7522762609E+01
-5.0704158510E-01	-5.2531080730E-01	-1.0145924049E-01	-4.5022402317E-01	-4.6169449367E+01
7.9577194793E-02	5.9501389833E-02	1.2652784179E-02	5.5524077071E-02	3.1522197750E+00
2.8602803377E-01	2.4839519500E-01	6.3640765339E-02	2.2675663578E-01	1.2444072770E+01
9.3911135428E-02	1.0151631768E-01	5.0105720870E-03	8.5500446295E-02	1.1134144963E+01
2.3689901245E-01	2.5143294591E-01	5.1802232640E-02	2.2545615705E-01	2.1594208873E+01
-5.9442943570E-01	-6.5744292983E-01	-1.2668087899E-01	-5.8224672195E-01	-5.6314721065E+01
2.9580381479E-01	3.6052790400E-01	6.2686413937E-02	3.2401881784E-01	3.6000787711E+01
-3.9514532526E-01	-4.7046562050E-01	-7.7292837095E-02	-4.1893736663E-01	-4.3561451010E+01
-2.9382286559E-01	-3.2683777748E-01	-5.9469419098E-02	-2.7824352000E-01	-3.4154907978E+01
1.9395686002E-01	1.8373541643E-01	4.0423861995E-02	1.5440362749E-01	1.7431609616E+01
-6.7755374131E-02	-1.1505468428E-01	-1.4938324559E-02	-8.7212399378E-02	-1.8002752993E+01
5.7596291143E-01	6.2352100913E-01	1.1817541311E-01	5.6424570954E-01	5.4341388093E+01
-1.0651750612E-01	-1.9746231210E-01	-2.1499650208E-02	-1.6666674325E-01	-2.5370022400E+01
2.6600841502E-01	3.0206578466E-01	4.6111360417E-02	2.7113486447E-01	2.6104467418E+01
2.7000660044E-01	3.2367453598E-01	5.2028775354E-02	2.7308395403E-01	3.6245473046E+01
7.1018614636E-01	8.3927804002E-01	1.4046643596E-01	7.4007765868E-01	8.1452350952E+01
4.8089089157E-01	5.6919763547E-01	9.6583134381E-02	4.9128537404E-01	5.6489498398E+01
4.8870154097E-01	5.5085232825E-01	1.0499193171E-01	4.9699022737E-01	4.5211866939E+01
-1.2816918682E-03	-7.7008294350E-02	-2.0699101883E-03	-7.4279085826E-02	-1.0531931356E+01
-1.1821552240E-01	-1.0218609481E-01	-2.5576331421E-02	-1.0402528575E-01	-3.6780944644E+00
-2.7400052519E-01	-3.1981076002E-01	-5.4960227164E-02	-2.6824658561E-01	-3.2666001529E+01
7.7699244631E-01	8.6313952062E-01	1.6019919095E-01	7.7262965874E-01	7.3494640031E+01
7.7299146036E-01	8.9016523428E-01	1.5678850415E-01	8.0108921984E-01	7.8128541607E+01
3.6342603514E-01	4.0901718182E-01	6.4868539701E-02	3.6886382340E-01	3.5414926124E+01
-2.7626893505E-01	-2.9001099414E-01	-5.7220578594E-02	-2.7064696153E-01	-1.8644358176E+01
4.5464077442E-01	5.3544343071E-01	8.9706409681E-02	4.6755213591E-01	5.0237001771E+01
2.1856507088E-02	-3.2499130243E-02	8.1692069721E-03	-1.7388898044E-03	-1.6305080782E+01
1.4457837990E-01	2.1315526416E-01	3.1087871940E-02	1.8987188464E-01	2.1179462909E+01
6.6268458397E-01	7.3423470273E-01	1.3902159916E-01	6.6008332330E-01	6.0114418796E+01
-3.2457905521E-02	-2.8772342231E-02	-1.3122961611E-02	-3.3326137314E-02	2.1777339844E+00
-1.0077453289E-01	-1.1548632342E-01	-2.3891537815E-02	-1.1016926979E-01	-1.0249319377E+01
-1.9177340731E-01	-2.5775096651E-01	-4.9397129766E-02	-2.3768120082E-01	-2.7928398138E+01
-5.9982984148E-01	-6.2464723268E-01	-1.2646316796E-01	-5.6039333082E-01	-4.9988414561E+01
8.9881900643E-01	1.0345628525E+00	1.8075156689E-01	9.2278890982E-01	9.2701492493E+01
4.9336568845E-01	5.1351329578E-01	9.6547567373E-02	4.6047145584E-01	4.2984526184E+01
-6.2370272160E-01	-6.7683074712E-01	-1.2888168801E-01	-6.2938639610E-01	-5.4651744249E+01
-2.1206319545E-01	-2.1709939858E-01	-4.1579208039E-02	-2.2305183254E-01	-9.1945004909E+00
2.1167749942E-01	2.7789405026E-01	3.3821712824E-02	2.4219011389E-01	2.4506086745E+01
-9.6698762454E-02	-1.2927703784E-01	-2.4576754492E-02	-1.2087792732E-01	-9.7825135002E+00
6.1076887015E-01	6.9514235504E-01	1.1693156655E-01	6.2930634057E-01	5.7935702893E+01
1.4968798596E-01	1.7510046503E-01	3.4763432570E-02	1.7219331712E-01	1.4913027801E+01
7.5288566884E-01	8.6946356551E-01	1.4842821858E-01	7.7327017564E-01	7.8351698811E+01
2.8266238947E-01	2.9487926835E-01	4.9052584801E-02	2.3715542947E-01	2.7360305778E+01
-1.9332125529E-01	-2.7589666971E-01	-3.1385173967E-02	-2.5069018544E-01	-2.5942801948E+01
1.4387100219E-01	2.1510294545E-01	1.9146363870E-02	1.8928224662E-01	2.4539418274E+01
-6.8819890400E-02	-7.4163986139E-02	-1.5377208718E-02	-7.2724153433E-02	-4.8748760282E+00
-2.1133560322E-01	-2.9358169420E-01	-3.3887186619E-02	-2.5058175038E-01	-3.1878827030E+01
1.5567185964E-01	1.8889512137E-01	3.4455525309E-02	1.8475256828E-01	1.2999683706E+01
1.4480513553E-01	1.9934823559E-01	3.5755072764E-02	1.8748832500E-01	2.0276365279E+01
8.4652841073E-01	9.4628816321E-01	1.6903632491E-01	8.1094101038E-01	9.1569214625E+01
6.9444244636E-01	8.2118058014E-01	1.3145367255E-01	7.1103698940E-01	7.8282160639E+01
5.4776014228E-01	6.0505975807E-01	1.1633460327E-01	5.4590178896E-01	5.4014499484E+01
6.2350407399E-01	7.5201294626E-01	1.3566347991E-01	6.6520460278E-01	7.1815621157E+01
7.2298952142E-02	7.0179444505E-02	2.3062301212E-02	5.5852835689E-02	7.9032477100E+00
-2.4504630743E-01	-2.8430223324E-01	-5.7505982946E-02	-2.4764371260E-01	-2.6906241376E+01
1.2059404852E-01	1.4131980811E-01	2.1594849337E-02	1.2016280616E-01	1.6057601262E+01
-3.0155934172E-01	-3.6968041197E-01	-5.8448635864E-02	-3.2658975286E-01	-3.6161310270E+01
-5.3887432204E-01	-5.8527496603E-01	-1.0838829448E-01	-5.2446166648E-01	-4.6539934938E+01
-5.1101701891E-01	-6.2216547653E-01	-9.3686309155E-02	-5.5418554083E-01	-5.5271124442E+01
-3.0489416735E-01	-3.3650365063E-01	-6.1765047660E-02	-3.0342001891E-01	-2.6031403197E+01
-1.0085893852E+00	-1.1717644067E+00	-2.0820872647E-01	-1.0325944809E+00	-1.0765597810E+02
-3.6420334303E-01	-3.7837379164E-01	-7.7497345529E-02	-3.5136911674E-01	-2.8423304704E+01
-8.0631024504E-01	-9.2075345451E-01	-1.5480104325E-01	-8.0656252644E-01	-8.2066144431E+01
1.9035816254E-01	2.0295639827E-01	3.1064318357E-02	1.6991267160E-01	2.0602675432E+01
-4.1698977623E-01	-4.9155561682E-01	-8.4200373815E-02	-4.2352620360E-01	-4.6854927080E+01
4.9742187823E-01	5.2403233064E-01	1.0749801557E-01	4.8411788061E-01	3.8698199809E+01
-9.2272774268E-01	-1.0317422801E+00	-1.7877254945E-01	-9.0552752934E-01	-9.2241924742E+01
-2.7544367790E-01	-3.1934922205E-01	-5.5318202473E-02	-2.8566418532E-01	-3.2447747158E+01
3.3082555665E-01	4.6223523416E-01	6.0254327750E-02	3.9285437603E-01	5.4128255499E+01
1.9903967702E-01	2.3668535146E-01	3.7353191838E-02	2.1339031466E-01	2.0340913442E+01
-8.5063324217E-01	-9.4973892159E-01	-1.6653471400E-01	-8.4863158691E-01	-8.1315209738E+01
4.6872338299E-01	5.9750176957E-01	8.6834426774E-02	5.0535881372E-01	6.2092637605E+01
-2.7455968633E-01	-3.0121218902E-01	-5.6222938972E-02	-2.7627250022E-01	-2.5129074230E+01
5.1618459596E-01	5.9314337803E-01	1.0365000386E-01	5.2656928640E-01	5.0183555153E+01
-2.4537752588E-01	-3.2345186674E-01	-4.9351759474E-02	-3.1047851431E-01	-2.3729722216E+01
-7.1652321549E-01	-8.3643834301E-01	-1.2831730032E-01	-7.4252929441E-01	-7.3612650336E+01
1.6654949607E-01	1.9535369521E-01	3.6345934626E-02	1.9076902343E-01	1.0845424500E+01
-6.0103590651E-01	-6.9981993892E-01	-1.0700505706E-01	-6.2034866338E-01	-5.9843491038E+01
-5.1676246149E-03	-7.3877925417E-02	4.0787120693E-03	-4.4825234240E-02	-1.6777773228E+01
-2.3954588496E-02	-7.2405145066E-04	-7.9029849214E-03	1.1040775989E-02	-1.4648348276E+00
3.7457836767E-01	4.6371254014E-01	7.1518049140E-02	4.1257525878E-01	4.1029257092E+01
1.1708347777E+00	1.3486969679E+00	2.3318693165E-01	1.1891082625E+00	1.2460544778E+02
-3.9323425488E-01	-4.7684379652E-01	-7.8551442065E-02	-4.2558654380E-01	-4.5358785594E+01
-3.5015029341E-01	-4.0947653182E-01	-6.8343194201E-02	-3.7957743976E-01	-3.5519786978E+01
-8.1793379016E-02	-6.4995488173E-02	-3.0420641189E-02	-7.6956470571E-02	-8.6567558100E-01
-5.5159377193E-02	-9.9089688568E-02	-4.8173776476E-03	-6.8892398411E-02	-1.2898791281E+01
-7.3923515822E-01	-8.6020925659E-01	-1.4088046290E-01	-7.5538315129E-01	-8.0712959868E+01
-5.2948019025E-01	-6.2558867720E-01	-1.1159301204E-01	-5.5899318028E-01	-5.8612520148E+01
4.6762090211E-01	5.5711129800E-01	1.0025866852E-01	5.0143853034E-01	5.0781167338E+01
-1.4756244944E-01	-2.1706266325E-01	-2.0603930009E-02	-1.8152368445E-01	-2.8559191293E+01
2.2342471627E-01	2.1250797941E-01	4.4485653249E-02	1.9668463729E-01	1.6475276489E+01
-4.5170582866E-01	-5.3286981212E-01	-8.7215824466E-02	-4.7040416104E-01	-4.7990826799E+01
-1.4354470115E-01	-1.5441044998E-01	-2.1823500643E-02	-1.3674092477E-01	-1.2870280787E+01
-3.9069911668E-01	-4.5550093385E-01	-8.1846140101E-02	-4.0700419603E-01	-4.2929275801E+01
4.3786676262E-01	5.2237499776E-01	8.0647060315E-02	4.4303228807E-01	5.5633143160E+01
1.0743681021E-01	1.6960871768E-01	2.3668337579E-02	1.7107499480E-01	1.4863829249E+01
-2.3907577582E-01	-2.6230554915E-01	-5.4575789677E-02	-2.3680222630E-01	-2.2704509616E+01
-1.7633996768E-01	-1.6741502439E-01	-3.2638187231E-02	-1.4412364049E-01	-1.2337156294E+01
1.3265023895E-01	1.2967452740E-01	3.0658926812E-02	1.1432624296E-01	6.4211309819E+00
-6.3521627026E-02	-9.0182305755E-02	-1.0097524653E-02	-7.2239231775E-02	-6.0484820634E+00
3.5059245022E-01	4.3380694809E-01	5.3929726365E-02	3.6797442370E-01	4.3369302395E+01
-2.4918064574E-01	-2.9234259518E-01	-5.5332622803E-02	-2.6354851798E-01	-2.4703627836E+01
1.2237885978E-01	8.4761365085E-02	2.6433318301E-02	7.9415914139E-02	2.5581833860E+00
3.2190859921E-01	3.4908621356E-01	6.5979512551E-02	2.9842721188E-01	3.3303116407E+01
1.0048035933E-01	1.5717874458E-01	1.7427932765E-02	1.3706055301E-01	1.6891469706E+01
-2.3947528717E-01	-2.3094038749E-01	-5.2584834399E-02	-2.1384794668E-01	-1.5527412291E+01
1.4415093561E+00	1.6781392568E+00	2.9050220388E-01	1.4900707534E+00	1.5331564886E+02
5.7113266134E-01	6.1284588869E-01	1.1803196664E-01	5.3595725233E-01	5.2669360534E+01
1.0360730072E-01	9.6785217579E-02	2.1348070014E-02	1.1087510546E-01	9.5265223705E-01
4.7339765942E-02	7.7336918583E-02	6.3101410513E-03	5.3176115196E-02	1.6031390208E+01
-5.6122225431E-01	-6.4654609468E-01	-1.1009276530E-01	-5.5416357621E-01	-6.0338255851E+01
3.1197867159E-01	3.4690048409E-01	6.3151383446E-02	3.0312747509E-01	3.0858765022E+01
-7.2607171717E-01	-8.2226303995E-01	-1.3832786734E-01	-7.3548045541E-01	-7.0658715519E+01
-3.3457566657E-01	-3.5531964717E-01	-7.2072219414E-02	-3.4649627739E-01	-2.4537072469E+01
-5.7417002559E-01	-6.3971718421E-01	-1.2485756182E-01	-5.8665012777E-01	-5.1136738457E+01
-1.7246826210E-01	-1.8952086282E-01	-3.5566015763E-02	-1.5682263241E-01	-2.1665079430E+01
5.6584626464E-01	6.2408950287E-01	1.1952295977E-01	5.6278853693E-01	5.5795033570E+01
-5.4327370721E-01	-6.2092970704E-01	-1.1188746790E-01	-5.5383407155E-01	-5.2605877594E+01
2.6231138994E-01	2.5352380304E-01	5.2101361630E-02	2.3259123110E-01	1.5560878584E+01
-5.3179907744E-02	-3.5596534149E-02	-1.7201044119E-02	-3.1172553800E-02	-4.0172508418E+00
4.1503151421E-03	2.3716975481E-02	-2.6926849528E-03	2.0288493301E-02	3.8421583677E+00
-2.7898008161E-01	-3.5355032159E-01	-5.1391470380E-02	-2.8713509321E-01	-4.2795831131E+01
-3.7926450763E-01	-4.5005393457E-01	-7.4352197186E-02	-3.8601543232E-01	-4.7044475448E+01
-9.0250904002E-02	-4.6852837169E-02	-3.4229842792E-02	-3.6703353331E-02	-3.9070991337E+00
-2.7931780287E-01	-4.0070723849E-01	-5.0668366147E-02	-3.4597736052E-01	-4.1881498937E+01
-1.9957394766E-01	-2.5685238125E-01	-3.3450569653E-02	-2.4726433610E-01	-2.1268860396E+01
-3.6316327739E-01	-4.1828522730E-01	-6.3116993707E-02	-3.5143992317E-01	-4.3072778959E+01
-3.3790124854E-02	-6.4182680978E-02	1.1394184434E-03	-3.9287890359E-02	-1.1824391782E+01
-2.8401270087E-01	-3.4443652890E-01	-4.9505048476E-02	-2.9280747128E-01	-3.5289481198E+01
-4.4118978530E-01	-5.2973506390E-01	-8.0205609749E-02	-4.6100890164E-01	-5.0718834090E+01
1.9346435239E-01	2.5391242113E-01	4.0869063301E-02	2.2696922547E-01	2.0882548965E+01
-9.1594043761E-02	-1.5632914996E-01	-1.0094588334E-02	-1.2775687627E-01	-2.0691207895E+01
2.2882027065E-01	2.3792468854E-01	4.8590558694E-02	2.0949275198E-01	1.8327151257E+01
7.8208135062E-02	1.0587269677E-01	1.9412961785E-02	9.7181024313E-02	9.6042294834E+00
-7.0611776384E-01	-7.9974987733E-01	-1.3822247012E-01	-7.0655788406E-01	-7.2354077084E+01
-4.6091502831E-01	-5.6333251151E-01	-8.9367305091E-02	-4.9419471439E-01	-5.3846680656E+01
-4.9657935914E-01	-5.0695762651E-01	-1.0780342573E-01	-4.6684653333E-01	-3.8855921434E+01
2.7786172572E-01	3.6735090819E-01	4.6320183863E-02	3.2547134857E-01	3.4810214620E+01
-7.4240669750E-02	-5.2570331786E-02	-1.8349285702E-02	-6.7853513716E-02	2.8445711516E+00
-5.5746062317E-01	-6.8073627350E-01	-1.0489675657E-01	-6.0561822402E-01	-6.1486794359E+01
5.3244460959E-01	6.0000846093E-01	1.0695187140E-01	5.1213022574E-01	5.7501803633E+01
-4.0443953778E-01	-4.6092286504E-01	-8.4824085823E-02	-4.2510974211E-01	-3.9307225018E+01
5.5688387756E-01	6.0379707081E-01	1.0598481939E-01	5.3430824293E-01	5.3337926222E+01
-2.9118390595E-01	-3.2106963465E-01	-5.6558080045E-02	-2.8230073424E-01	-2.8369373488E+01
-4.4903409549E-01	-5.3137746683E-01	-8.9728994819E-02	-4.7398923931E-01	-4.3667301694E+01
2.2155720893E-01	2.9214553237E-01	4.2495175177E-02	2.6740777128E-01	2.9363455373E+01
-6.8032121415E-01	-7.8010990926E-01	-1.3370438355E-01	-7.1401841406E-01	-6.4359324006E+01
-2.8164861348E-01	-3.5820313560E-01	-5.2020460837E-02	-2.9764280066E-01	-3.7411936870E+01
5.4182393963E-01	6.5987499803E-01	1.1683759292E-01	5.6775656163E-01	6.6192982785E+01
2.0689526417E-01	2.1988479582E-01	5.2623114001E-02	2.0149669660E-01	2.0033485914E+01
-4.1169614879E-01	-4.2776403393E-01	-7.7893755090E-02	-3.6902367612E-01	-3.5182307342E+01
5.3165299531E-01	5.9177645480E-01	1.1599322225E-01	5.2417490752E-01	4.7912464240E+01
-1.4699158554E-01	-1.7115169900E-01	-2.4561383118E-02	-1.4016198858E-01	-1.7092040940E+01
-3.4109536037E-01	-3.8280924556E-01	-6.2392771408E-02	-3.3566994197E-01	-3.1580890106E+01
-2.7422527143E-01	-3.3053418351E-01	-5.2479995116E-02	-2.8901457417E-01	-2.9611561793E+01
-4.9956445852E-01	-5.6250864690E-01	-1.0832503997E-01	-5.0956762233E-01	-4.9076105477E+01
2.4983602378E-01	2.5700214098E-01	5.3427616624E-02	2.1357760342E-01	2.4457588239E+01
-8.1486838292E-01	-9.4308287763E-01	-1.6899580000E-01	-8.1885567780E-01	-9.1673626963E+01
-6.9780511900E-01	-8.4918409546E-01	-1.3838775552E-01	-7.3196124011E-01	-8.2588543960E+01
-6.2518053058E-02	-7.0793698334E-02	-3.3739382271E-03	-5.8194606866E-02	-7.1853066069E+00
-2.6884969655E-01	-3.0971237882E-01	-5.4034937351E-02	-2.7218945695E-01	-3.0127541424E+01
-5.8049822157E-01	-6.4220131240E-01	-1.2427847204E-01	-5.7213441209E-01	-5.6417572995E+01
7.1584835003E-01	8.1520730651E-01	1.4251245022E-01	7.3356113783E-01	7.0709769159E+01
1.2955021206E+00	1.4708626335E+00	2.6296481560E-01	1.3200405169E+00	1.2889636159E+02
-1.7490814108E-01	-2.6602020201E-01	-2.5805388166E-02	-2.1278620563E-01	-3.5701077093E+01
-3.6102396109E-02	-2.5998473930E-02	-5.6728730300E-03	-2.1494138462E-02	-2.4744231033E+00
-5.6063266920E-01	-6.7219542409E-01	-1.1723980668E-01	-5.9016741810E-01	-6.2586996237E+01
6.1889980510E-01	7.0631396206E-01	1.2454806724E-01	6.3136560347E-01	6.3787152811E+01
2.0509300285E-01	2.2867789523E-01	3.9347427801E-02	2.0841812843E-01	1.6650670751E+01
-1.9277111670E-01	-1.9550017889E-01	-3.1657990043E-02	-1.4738524431E-01	-1.7770764836E+01
-3.3756245529E-01	-4.0359988595E-01	-7.0472714090E-02	-3.5788407800E-01	-4.0323086203E+01
1.2058860682E-01	1.5630718004E-01	1.4988335955E-02	1.4181431619E-01	1.4575163301E+01
-5.4583074146E-01	-6.5672213617E-01	-1.0490313299E-01	-5.9027067533E-01	-5.7468961636E+01
-8.5380956882E-02	-1.2071302648E-01	-5.5767667734E-03	-7.2457086083E-02	-1.9575842128E+01
-7.8899897303E-01	-9.5170821396E-01	-1.5135501073E-01	-8.3857713279E-01	-8.8819950248E+01
3.0076241013E-01	3.5144632118E-01	4.5271603422E-02	2.9508539711E-01	3.3031500654E+01
1.0738505495E-01	1.5168983055E-01	3.0399063114E-02	1.3778662893E-01	1.6702323656E+01
-5.5686812574E-02	-4.8477943203E-02	-7.1831611819E-03	-6.1410972695E-02	1.9761410702E+00
-1.2848721425E-01	-9.9938121622E-02	-3.3049145176E-02	-8.9978048721E-02	-6.8392398293E+00
-4.0362652320E-01	-4.1561640793E-01	-7.7823915172E-02	-3.6982857396E-01	-3.2154976765E+01
-1.4090669428E-01	-1.2678471310E-01	-3.8477266963E-02	-1.2603258080E-01	-7.3492374026E+00
1.2992594862E+00	1.4505149558E+00	2.6961639207E-01	1.3072057386E+00	1.2293061042E+02
-1.3718789012E-01	-1.7075543135E-01	-2.3968506347E-02	-1.4418967817E-01	-1.9595802470E+01
-4.6304528633E-01	-5.0139565121E-01	-9.4982289660E-02	-4.3981528972E-01	-4.2831885220E+01
-6.4828417185E-01	-7.3233370428E-01	-1.2832299421E-01	-6.3916716409E-01	-6.7066344842E+01
1.3604024087E-01	1.4232552023E-01	2.9241759315E-02	1.2550604713E-01	1.0664808621E+01
-3.6430105532E-01	-3.9228290346E-01	-7.2461710807E-02	-3.5004638305E-01	-3.3483258934E+01
9.0314446746E-02	8.3802474724E-02	1.2026569599E-02	6.3111684675E-02	5.7092058354E+00
3.1434236404E-01	3.4933193431E-01	6.1704390722E-02	3.2157284139E-01	2.5504067422E+01
5.0381732511E-02	5.0551989420E-02	1.3853384028E-02	2.8266842347E-02	1.0135477201E+01
3.5685723487E-01	3.7817564257E-01	8.1222247684E-02	3.5843725305E-01	2.7108228794E+01
1.8907151832E-01	1.8306413802E-01	4.6268198970E-02	1.7152169887E-01	1.1644824374E+01
5.5383156194E-01	6.3977200461E-01	1.1504525217E-01	5.6497634860E-01	6.1847514046E+01
2.1736632834E-01	2.9443352254E-01	4.0122792403E-02	2.6223028401E-01	3.1209478358E+01
-3.4724385706E-01	-3.7691906673E-01	-6.9708635699E-02	-3.3802735027E-01	-3.1959094594E+01
5.2710972172E-01	5.3248859205E-01	1.0427429558E-01	5.0294528716E-01	3.4496266121E+01
3.2071395999E-01	3.8062548548E-01	6.7336700472E-02	3.3765459848E-01	3.7302596685E+01
1.1769059398E-01	1.3877814776E-01	2.4322980682E-02	1.2430308628E-01	1.1842562606E+01
3.3749943166E-01	4.1458216867E-01	6.8428511930E-02	3.3741806729E-01	4.8035479925E+01
-3.0615292378E-01	-3.0175733465E-01	-5.9850073872E-02	-2.7917399404E-01	-2.1860467334E+01
6.5936061266E-01	7.7429238033E-01	1.2883506928E-01	6.7000545050E-01	7.5209272170E+01
2.5401441462E-01	2.5192262063E-01	5.2260352838E-02	2.3672786606E-01	1.6720594560E+01
-3.2824838795E-01	-3.6318744500E-01	-6.5638449455E-02	-3.3281676141E-01	-2.6543237567E+01
-6.0056406435E-02	-6.7537130698E-02	-2.0189894443E-02	-5.8518998171E-02	-7.1547218946E+00
-1.5034213558E-01	-1.7317232057E-01	-2.7279061556E-02	-1.4836341466E-01	-1.8332714994E+01
1.2879259051E-01	1.8759967824E-01	2.1541208125E-02	1.4904757899E-01	2.5900841577E+01
-2.2698432572E-01	-2.9750989186E-01	-4.2112185071E-02	-2.7970517022E-01	-2.2944473157E+01
-1.3007285952E-01	-9.5522698113E-02	-3.1225640042E-02	-1.0200130181E-01	1.1031158452E-01
-1.1702317003E-01	-1.3121548629E-01	-1.8751882152E-02	-1.1870517336E-01	-8.2426055819E+00
7.4930990936E-01	8.7499629359E-01	1.4438722970E-01	7.7939814700E-01	7.9408282363E+01
5.5114639894E-01	6.2103625804E-01	1.1413328318E-01	5.6277960816E-01	4.8897912004E+01
-5.8365127213E-01	-7.3221551525E-01	-1.1416320675E-01	-6.5452490225E-01	-6.7481064659E+01
-8.3636615562E-02	-6.7302975790E-02	-1.9004045289E-02	-5.5820736714E-02	-4.6091229957E+00
-4.5579809535E-01	-5.6402901306E-01	-9.2079824245E-02	-4.9146363074E-01	-5.4600592770E+01
-1.0909779417E-01	-1.5708990400E-01	-1.8438603940E-02	-1.3793952187E-01	-1.5695461196E+01
-2.0179529850E-01	-2.3581090984E-01	-4.5393388476E-02	-1.9582627962E-01	-2.6446340606E+01
1.0574288611E-01	1.0717198247E-01	1.8247581879E-02	1.0542107663E-01	3.5363776438E+00
-2.7415027702E-02	-4.5752644652E-02	-4.7057727149E-03	-5.8768733092E-02	6.6649550086E-01
-2.7274298006E-01	-2.9301332611E-01	-5.6730149203E-02	-2.5491924252E-01	-2.5224151147E+01
1.6100861630E-01	1.5172735705E-01	2.9576409127E-02	1.3727429730E-01	7.8020588921E+00
-8.8917810888E-02	-9.5596328298E-02	-1.8411800356E-02	-7.9687973167E-02	-5.8447582423E+00
-6.0161202367E-02	-9.9901129568E-02	-1.3751998975E-02	-7.6152276904E-02	-1.2732656579E+01
8.0945765369E-01	9.3886272322E-01	1.5724860823E-01	8.3696649546E-01	8.4216207134E+01
1.3161732099E-01	1.7959320996E-01	2.3413465602E-02	1.6585290112E-01	1.7896595009E+01
-7.9344558862E-01	-8.7665790456E-01	-1.6193365828E-01	-7.7927770358E-01	-7.9112820793E+01
-3.5955332036E-01	-4.3952948897E-01	-8.1679090444E-02	-3.8311911814E-01	-4.5147163596E+01
9.0496119180E-01	1.0059550818E+00	1.7880347350E-01	8.9086558237E-01	9.2658040746E+01
2.0941339504E-01	2.4819962235E-01	3.2206967019E-02	2.0124875862E-01	2.7327604157E+01
-7.9708388219E-02	-8.9938995941E-02	-1.7748023561E-02	-7.3088447811E-02	-1.0523742717E+01
1.0298719005E+00	1.1813103970E+00	2.0508985384E-01	1.0605772624E+00	1.0246343010E+02
-1.4435594501E-01	-2.0918804581E-01	-2.6095752701E-02	-1.9136187865E-01	-1.9150848395E+01
-6.5780141755E-02	-8.9786172041E-02	-1.2788361565E-02	-7.5299151120E-02	-1.2166087394E+01
-1.3362235595E-01	-1.1782375504E-01	-4.0771884437E-02	-1.2095753671E-01	-5.1800439911E+00
1.4940099932E-01	1.6408466989E-01	3.0557524251E-02	1.4819864369E-01	1.0444149135E+01
3.2537542080E-01	3.3105528874E-01	6.7706567533E-02	2.9477001075E-01	2.6606316004E+01
2.7313851258E-02	3.5468813106E-02	9.1658306720E-03	1.8977805214E-02	7.7661924456E+00
2.6867988543E-01	3.1015505138E-01	5.6291674669E-02	2.7032722991E-01	2.9991821691E+01
-9.7382204954E-02	-1.3919771925E-01	-1.8381260097E-02	-1.1790947096E-01	-1.8584487400E+01
-3.9483035458E-01	-3.9605763524E-01	-8.4379667926E-02	-3.5965980016E-01	-2.9613269644E+01
-3.6390682579E-01	-4.1279475218E-01	-6.8351477907E-02	-3.4642387172E-01	-4.1047226029E+01
-4.4899771486E-01	-5.2929087280E-01	-8.8021596688E-02	-4.6669086091E-01	-4.6768170412E+01
3.8440953558E-01	4.6013217542E-01	8.5696246926E-02	4.0519021327E-01	4.5658225773E+01
1.4129833246E-01	1.6543622547E-01	3.2110169876E-02	1.5692268591E-01	1.2402133344E+01
3.5413126782E-01	4.0770933629E-01	7.1313625386E-02	3.5392871753E-01	3.8047595557E+01
1.5929279236E-01	1.7392063280E-01	3.9582740733E-02	1.6333715962E-01	1.3059612010E+01
8.4500995856E-01	9.6159169599E-01	1.6980630849E-01	8.5392647287E-01	8.3843404525E+01
1.8583752832E-01	2.0453042233E-01	3.1334227707E-02	1.8477483491E-01	1.5235948319E+01
-7.1279187929E-01	-8.2408230568E-01	-1.3817987577E-01	-7.0563514968E-01	-8.3142177561E+01
-3.0569810939E-01	-3.5563180626E-01	-6.3579713573E-02	-3.1003980084E-01	-3.2832561287E+01
1.2388155592E-02	6.2178980129E-02	-3.1879764216E-03	4.2499274226E-02	1.3319646697E+01
-2.6009068524E-01	-3.0569420460E-01	-5.2920472732E-02	-2.6352141464E-01	-2.9749599870E+01
5.9744101795E-01	6.7667502577E-01	1.1858569973E-01	5.9820045741E-01	6.1437637178E+01
-1.4032207040E-01	-1.6544732803E-01	-1.7389334036E-02	-1.5321546421E-01	-8.5342149354E+00
1.4598605559E-01	1.8634149505E-01	1.9957694085E-02	1.6400382956E-01	1.4527452216E+01
5.2053353616E-01	5.7980232147E-01	1.0247166955E-01	5.2987880380E-01	4.8652093332E+01
-7.6679158210E-01	-8.6100923855E-01	-1.5532712397E-01	-7.8925236739E-01	-6.9172642509E+01
1.3718665945E+00	1.5989203012E+00	2.7108575188E-01	1.4069690258E+00	1.4691924460E+02
1.8651906825E-01	2.0857841154E-01	4.1479007358E-02	1.8436768852E-01	2.0510966523E+01
2.2842302966E-01	2.6188429947E-01	4.8486021054E-02	2.3495063175E-01	2.6672753559E+01
3.6288062549E-01	4.0166624921E-01	7.5107904888E-02	3.6491852199E-01	3.4040239078E+01
